statements,undef_definition,alias_definition,require_definition,BEGIN_statement,END_statement,Expression,return_expression,yield_expression,iterator,block_var,block_vars,statement_modifier,modifier,rescue_statement,ensure_statement,return_statement,primary,reference,yield_statement,if_statement,unless_statement,while_statement,until_statement,case_statement,for_statement,class_definition,module_definition,method_definition,command,class_inheritance,literal,string_literal,numeric_literal,symbol_literal,array_literal,regular_expression,command_output,here_document,variable,identifier,varname,global_id,instance_id,operation,function_call,paren_call_args,call_args,binary_op,unary_op,Include statement,Respond To statement,Method Missing statement,Define Method statement,Attr Reader statement,Attr Writer statement,Attr Accessor statement,Instance Variable Get statement,Instance Variable Set statement,Class Variable Get statement,Class Variable Set statement,Const Get statement,Const Set statement,Eval statement,Class Eval statement,Module Eval statement,Instance Eval statement,Instance Exec statement,Send statement
11,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,30,39,0,1,0,0,0,0,0,3,0,4,11,1,12,10,1,4,1,2,0,0,21,43,20,0,1,22,3,2,11,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,3,0,0,36,0,0,3,4,3,0,0,1,0,0,56,69,0,1,0,0,0,0,0,2,3,7,11,1,9,10,0,2,0,0,0,0,49,85,46,0,1,28,9,9,15,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0,0,2,0,0,73,0,0,28,9,8,0,0,0,0,0,335,401,0,0,0,0,0,0,0,0,0,0,80,0,187,145,4,40,59,0,0,0,118,194,78,0,7,112,32,27,90,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,0,0,0,0,0,62,0,0,0,0,0,0,0,2,0,0,65,77,0,2,2,0,0,3,0,2,0,11,37,0,9,7,0,2,0,0,0,0,51,102,48,0,9,56,6,6,25,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,13,20,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,2,0,0,0,0,15,19,15,0,0,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,38,35,0,0,0,0,0,0,0,3,0,0,10,1,16,7,0,9,2,1,0,0,16,37,13,0,0,19,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,2,0,0,36,0,0,11,0,0,0,0,0,0,0,46,62,0,0,0,0,0,0,0,1,0,3,28,1,24,19,1,6,0,0,0,0,19,69,18,0,0,46,9,9,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,1,0,0,12,0,0,2,2,2,0,0,0,0,0,15,15,0,1,0,0,0,0,0,2,3,1,1,1,1,2,0,0,0,0,0,0,15,21,14,0,3,5,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,0,0,3,0,0,252,0,0,59,4,4,0,0,0,0,0,400,589,0,0,0,0,0,0,0,0,0,0,227,0,211,163,16,35,18,0,0,0,208,462,203,0,100,355,93,93,297,29,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
